sigma,death-seeds,terminal-rules-seeds,cluster,pc1,pc2,death-mean,death-range,terminal-rules-mean,phenotype-activity-per-cell,entropy-early,entropy-middle,entropy-late,entropy-terminal,top1-terminal,top4-terminal,active-rules-terminal,terminal-rule-flux,class4-early,class4-middle,class4-late,class4-terminal,class4-peak,entropy-delta
01257463,120|120|120,45|40|36,1,-4.37703668,-1.39062550,120.000000,0.00000000,40.3333333,0.352175926,0.663965853,0.641754107,0.648484262,0.636324552,0.100000000,0.255555556,40.3333333,0.594444444,0.0419444444,0.0386111111,0.0298102981,0.0222222222,0.127777778,-0.0154815909
01274365,120|120|120,49|46|42,1,-4.81576265,-1.64494882,120.000000,0.00000000,45.6666667,0.263333333,0.666985060,0.664117254,0.663138726,0.671257720,0.0666666667,0.194444444,45.6666667,0.577777778,0.0348611111,0.0388888889,0.0268292683,0.0333333333,0.127777778,-0.00384633377
01274653,120|120|120,17|14|13,1,0.595521433,-0.738561063,120.000000,0.00000000,14.6666667,0.166064815,0.567344221,0.494266846,0.444693325,0.420606385,0.216666667,0.611111111,14.6666667,0.183333333,0.0505555556,0.0661111111,0.0481029810,0.0222222222,0.177777778,-0.122650896
01326475,120|120|120,26|24|34,1,-1.48762280,-1.74436833,120.000000,0.00000000,28.0000000,0.251481481,0.598391252,0.516993633,0.535993633,0.528152716,0.205555556,0.438888889,28.0000000,0.327777778,0.0283333333,0.0102777778,0.00785907859,0.00000000,0.0944444444,-0.0623976189
01364572,120|120|120,16|16|17,1,-0.0925273979,-0.682245676,120.000000,0.00000000,16.3333333,0.279259259,0.591550365,0.496676258,0.462640952,0.448845458,0.194444444,0.544444444,16.3333333,0.255555556,0.0305555556,0.0512500000,0.0608401084,0.0722222222,0.150000000,-0.128909414
01452376,120|120|120,4|4|4,0,3.57237766,1.32382124,120.000000,0.00000000,4.00000000,0.442685185,0.504946384,0.282812498,0.229475990,0.224867519,0.377777778,1.00000000,4.00000000,0.0722222222,0.0819444444,0.121388889,0.119783198,0.0944444444,0.244444444,-0.275470394
01452673,120|120|120,22|29|25,1,-1.84254940,0.257839159,120.000000,0.00000000,25.3333333,0.356111111,0.626800625,0.582883926,0.542059173,0.525307549,0.177777778,0.433333333,25.3333333,0.338888889,0.0768055556,0.0762500000,0.109078591,0.0944444444,0.233333333,-0.0847414525
01462753,69|120|94,4|4|4,0,5.24103302,-2.00520989,94.3333333,51.0000000,4.00000000,0.0745370370,0.518886669,0.317800065,0.231307095,0.222719150,0.427777778,1.00000000,4.00000000,0.0777777778,0.00958333333,0.00333333333,0.00000000,0.00000000,0.0500000000,-0.287579574
01465327,120|120|120,17|29|33,1,-1.89889369,-1.89948007,120.000000,0.00000000,26.3333333,0.253055556,0.619336476,0.588960945,0.564461183,0.540907822,0.133333333,0.405555556,26.3333333,0.350000000,0.0144444444,0.0111111111,0.0111111111,0.0111111111,0.0666666667,-0.0548752929
01472563,120|120|120,16|15|19,1,-0.170191596,-0.172625377,120.000000,0.00000000,16.6666667,0.0987962963,0.580166692,0.495464705,0.493588732,0.457601152,0.166666667,0.500000000,16.6666667,0.266666667,0.0488888889,0.0812500000,0.109756098,0.105555556,0.250000000,-0.0865779605
01536472,120|120|120,37|37|45,1,-4.19275363,-1.45615948,120.000000,0.00000000,39.6666667,0.282777778,0.648879984,0.633276795,0.651308713,0.643636583,0.0666666667,0.211111111,39.6666667,0.533333333,0.0284722222,0.0312500000,0.0551490515,0.0444444444,0.133333333,0.00242872885
01642573,120|120|120,36|23|35,1,-2.52832104,-1.48548966,120.000000,0.00000000,31.3333333,0.331111111,0.594437732,0.552528829,0.583066846,0.577360315,0.127777778,0.344444444,31.3333333,0.388888889,0.0366666667,0.0222222222,0.0242547425,0.0166666667,0.0944444444,-0.0113708852
01742635,111|120|68,4|4|4,0,5.37115859,-1.58109406,99.6666667,52.0000000,4.00000000,0.0675925926,0.529833015,0.277311597,0.225552820,0.214768849,0.455555556,1.00000000,4.00000000,0.0500000000,0.0338888889,0.00944444444,0.00000000,0.00000000,0.105555556,-0.304280195
01754362,120|120|120,30|40|37,1,-3.20506659,-1.32451876,120.000000,0.00000000,35.6666667,0.271759259,0.628746351,0.590463691,0.594849801,0.615831652,0.0888888889,0.261111111,35.6666667,0.427777778,0.0455555556,0.0384722222,0.0375338753,0.0388888889,0.116666667,-0.0338965498
02145367,120|120|120,31|29|25,1,-1.59729304,-2.25352177,120.000000,0.00000000,28.3333333,0.162314815,0.577747475,0.537544775,0.546188510,0.549983148,0.166666667,0.394444444,28.3333333,0.338888889,0.0108333333,0.00194444444,0.00298102981,0.00000000,0.0555555556,-0.0315589647
02164573,120|120|120,41|22|30,1,-2.36562734,-0.421168009,120.000000,0.00000000,31.0000000,0.341759259,0.602540429,0.510313820,0.574785543,0.572155365,0.111111111,0.361111111,31.0000000,0.350000000,0.0465277778,0.0765277778,0.0780487805,0.0611111111,0.211111111,-0.0277548867
02174563,120|120|120,28|32|33,1,-2.43276329,-1.87771983,120.000000,0.00000000,31.0000000,0.224120370,0.618809871,0.575108778,0.598042952,0.572714512,0.138888889,0.366666667,31.0000000,0.383333333,0.0219444444,0.0130555556,0.0218157182,0.0111111111,0.0833333333,-0.0207669189
02175634,120|120|120,18|13|20,1,0.283584255,-1.73288934,120.000000,0.00000000,17.0000000,0.157314815,0.579920240,0.519000888,0.487640409,0.416724039,0.266666667,0.655555556,17.0000000,0.233333333,0.0216666667,0.0223611111,0.00636856369,0.00000000,0.0833333333,-0.0922798310
02317465,120|120|120,43|27|42,1,-3.83013973,-0.928505838,120.000000,0.00000000,37.3333333,0.338796296,0.653141397,0.645206803,0.636573387,0.621046774,0.0944444444,0.261111111,37.3333333,0.466666667,0.0508333333,0.0427777778,0.0397018970,0.0833333333,0.150000000,-0.0165680101
02351476,120|120|120,15|15|9,0,1.78626555,-1.35313773,120.000000,0.00000000,13.0000000,0.264537037,0.516968925,0.400743771,0.396024728,0.339354346,0.438888889,0.755555556,13.0000000,0.150000000,0.0172222222,0.0181944444,0.0181571816,0.0222222222,0.0777777778,-0.120944196
02371456,120|120|120,20|8|18,1,1.16671662,-1.91669206,120.000000,0.00000000,15.3333333,0.111342593,0.526119311,0.459194433,0.421224652,0.398646270,0.305555556,0.644444444,15.3333333,0.166666667,0.0140277778,0.00972222222,0.00338753388,0.00000000,0.0722222222,-0.104894658
02375614,120|120|120,8|14|15,0,1.80096815,-1.88118240,120.000000,0.00000000,12.3333333,0.111157407,0.515762083,0.449877680,0.407518075,0.356191781,0.361111111,0.744444444,12.3333333,0.127777778,0.0148611111,0.00861111111,0.00528455285,0.00000000,0.0555555556,-0.108244008
02415763,120|120|120,9|27|30,1,0.116664588,-1.76190842,120.000000,0.00000000,22.0000000,0.174074074,0.592560039,0.502942626,0.450519902,0.424967229,0.355555556,0.638888889,22.0000000,0.288888889,0.0176388889,0.0150000000,0.0139566396,0.0166666667,0.0666666667,-0.142040137
02516473,120|120|120,24|21|27,1,-0.936532414,-1.37125907,120.000000,0.00000000,24.0000000,0.242129630,0.647808341,0.591306813,0.500895050,0.484801748,0.250000000,0.544444444,24.0000000,0.277777778,0.0363888889,0.0177777778,0.0177506775,0.0166666667,0.116666667,-0.146913291
02573164,120|120|120,44|36|35,1,-3.52566668,-1.83671887,120.000000,0.00000000,38.3333333,0.230324074,0.646354787,0.630681464,0.617164209,0.629265665,0.0888888889,0.244444444,38.3333333,0.427777778,0.0234722222,0.0216666667,0.0242547425,0.0277777778,0.0944444444,-0.0291905786
02647351,120|120|120,25|40|35,1,-2.68851459,-1.00528456,120.000000,0.00000000,33.3333333,0.387916667,0.636510539,0.544141436,0.568527391,0.583560649,0.144444444,0.344444444,33.3333333,0.383333333,0.0329166667,0.0616666667,0.0433604336,0.0277777778,0.133333333,-0.0679831480
02753641,120|120|120,31|27|19,1,-0.830176282,-0.605219961,120.000000,0.00000000,25.6666667,0.280416667,0.600512285,0.472544255,0.497249760,0.493198427,0.294444444,0.500000000,25.6666667,0.283333333,0.0511111111,0.0591666667,0.0676151762,0.0388888889,0.177777778,-0.103262526
02756431,120|120|120,24|29|27,1,-1.38344986,-0.442356361,120.000000,0.00000000,26.6666667,0.296990741,0.603035982,0.525510129,0.538419482,0.516922803,0.233333333,0.466666667,26.6666667,0.283333333,0.0615277778,0.0768055556,0.0753387534,0.0333333333,0.183333333,-0.0646164993
03142576,120|120|120,24|12|25,1,-0.0486765870,0.927357496,120.000000,0.00000000,20.3333333,0.466342593,0.614798882,0.471805376,0.433968471,0.430906622,0.322222222,0.627777778,20.3333333,0.194444444,0.0658333333,0.114583333,0.131300813,0.105555556,0.250000000,-0.180830411
03145276,120|120|120,24|19|17,1,0.0203231460,-0.963547074,120.000000,0.00000000,20.0000000,0.273750000,0.586006671,0.413954662,0.434177101,0.464505908,0.233333333,0.561111111,20.0000000,0.277777778,0.0230555556,0.0269444444,0.0598915989,0.0611111111,0.133333333,-0.151829570
03147265,120|120|120,26|30|14,1,-0.895758758,1.21440991,120.000000,0.00000000,23.3333333,0.460185185,0.624171936,0.513563827,0.453576620,0.461753453,0.305555556,0.555555556,23.3333333,0.327777778,0.0812500000,0.136805556,0.142682927,0.100000000,0.305555556,-0.170595316
03154276,120|120|120,30|7|21,1,0.0143434063,1.04729677,120.000000,0.00000000,19.3333333,0.467870370,0.615796616,0.487390046,0.419083307,0.417517044,0.333333333,0.594444444,19.3333333,0.200000000,0.0756944444,0.119166667,0.128048780,0.111111111,0.250000000,-0.196713308
03167254,120|120|120,20|20|20,1,-0.468319281,-0.420030236,120.000000,0.00000000,20.0000000,0.390833333,0.563249465,0.427959765,0.483279668,0.476905341,0.200000000,0.505555556,20.0000000,0.255555556,0.0375000000,0.0437500000,0.0761517615,0.0777777778,0.161111111,-0.0799697970
03264715,120|120|120,40|40|25,1,-3.37873274,-0.819061321,120.000000,0.00000000,35.0000000,0.308564815,0.637402724,0.604229461,0.608932273,0.608495361,0.0777777778,0.266666667,35.0000000,0.444444444,0.0598611111,0.0679166667,0.0509485095,0.0500000000,0.155555556,-0.0284704512
03274651,120|120|120,26|23|22,1,-0.943098618,-1.64487807,120.000000,0.00000000,23.6666667,0.191018519,0.601899707,0.518990881,0.509738160,0.511927705,0.177777778,0.455555556,23.6666667,0.283333333,0.0348611111,0.0131944444,0.00487804878,0.0166666667,0.100000000,-0.0921615468
03416572,120|120|120,40|37|27,1,-3.12688153,-1.02930720,120.000000,0.00000000,34.6666667,0.370416667,0.651609774,0.617749292,0.582047285,0.598459972,0.111111111,0.322222222,34.6666667,0.405555556,0.0543055556,0.0384722222,0.0341463415,0.0277777778,0.133333333,-0.0695624888
03475162,120|120|120,22|25|20,1,-0.275191077,-1.75861563,120.000000,0.00000000,22.3333333,0.168611111,0.610369354,0.529457722,0.478496107,0.456510503,0.322222222,0.555555556,22.3333333,0.272222222,0.0197222222,0.0104166667,0.0223577236,0.0111111111,0.0777777778,-0.131873247
03542716,120|120|120,19|21|17,1,0.478237148,1.72923259,120.000000,0.00000000,19.0000000,0.475416667,0.570538495,0.379442522,0.378852282,0.419585410,0.338888889,0.633333333,19.0000000,0.211111111,0.0934722222,0.164166667,0.156504065,0.144444444,0.283333333,-0.191686213
03641572,120|120|120,34|35|32,1,-3.27896295,-0.926292237,120.000000,0.00000000,33.6666667,0.331481481,0.630413283,0.617943549,0.614263188,0.597366312,0.0944444444,0.311111111,33.6666667,0.450000000,0.0518055556,0.0494444444,0.0497289973,0.0555555556,0.144444444,-0.0161500943
03647215,120|120|120,16|15|15,1,0.728256698,1.59104641,120.000000,0.00000000,15.3333333,0.469537037,0.564890201,0.392976541,0.392816901,0.390036555,0.311111111,0.694444444,15.3333333,0.205555556,0.0998611111,0.138333333,0.131436314,0.150000000,0.272222222,-0.172073299
03654712,120|120|120,17|20|15,1,0.651472238,-0.835046859,120.000000,0.00000000,17.3333333,0.223472222,0.636617777,0.566298690,0.447017342,0.371394514,0.438888889,0.727777778,17.3333333,0.183333333,0.0601388889,0.0423611111,0.0182926829,0.0111111111,0.150000000,-0.189600435
03675241,120|120|120,32|27|38,1,-2.57006714,-0.988534283,120.000000,0.00000000,32.3333333,0.261851852,0.641832609,0.608815767,0.575245190,0.564897640,0.183333333,0.383333333,32.3333333,0.411111111,0.0362500000,0.0731944444,0.0475609756,0.0444444444,0.161111111,-0.0665874193
03761245,120|120|120,44|41|40,1,-4.20949195,-0.877996117,120.000000,0.00000000,41.6666667,0.301250000,0.654433440,0.644069869,0.650157517,0.649192138,0.0833333333,0.233333333,41.6666667,0.472222222,0.0594444444,0.0518055556,0.0658536585,0.0555555556,0.172222222,-0.00427592289
04152637,120|120|120,46|28|39,1,-3.60665065,0.00628720136,120.000000,0.00000000,37.6666667,0.383518519,0.591518356,0.599158530,0.616456620,0.622959890,0.0944444444,0.255555556,37.6666667,0.422222222,0.0994444444,0.0925000000,0.0719512195,0.0388888889,0.250000000,0.0249382641
04167235,120|120|120,14|17|19,1,0.606087672,0.891729366,120.000000,0.00000000,16.6666667,0.415555556,0.482295813,0.397310554,0.419561969,0.416682303,0.300000000,0.627777778,16.6666667,0.200000000,0.0722222222,0.118055556,0.124525745,0.100000000,0.272222222,-0.0627338436
04253176,120|120|120,4|4|4,0,3.91401725,-1.21928422,120.000000,0.00000000,4.00000000,0.284212963,0.433341914,0.239970427,0.239919023,0.238185152,0.350000000,1.00000000,4.00000000,0.105555556,0.0265277778,0.00000000,0.00000000,0.00000000,0.0888888889,-0.193422892
04572136,120|120|120,17|19|15,1,1.07083668,1.51512962,120.000000,0.00000000,17.0000000,0.259768519,0.507655195,0.342803216,0.386182373,0.401503932,0.350000000,0.672222222,17.0000000,0.222222222,0.107500000,0.179722222,0.162737127,0.100000000,0.327777778,-0.121472823
04576213,120|120|120,32|24|25,1,-0.745068451,-0.800536536,120.000000,0.00000000,27.0000000,0.180138889,0.509173508,0.442541822,0.492047105,0.527192669,0.177777778,0.450000000,27.0000000,0.244444444,0.0509722222,0.0511111111,0.0773712737,0.0666666667,0.161111111,-0.0171264032
04652317,120|120|120,4|4|4,0,4.11013615,-1.39127101,120.000000,0.00000000,4.00000000,0.246759259,0.438679545,0.244412700,0.239334176,0.228665638,0.394444444,1.00000000,4.00000000,0.0722222222,0.0148611111,0.000138888889,0.00000000,0.00000000,0.0777777778,-0.199345368
04752316,120|120|120,16|18|15,1,1.35938889,0.838871862,120.000000,0.00000000,16.3333333,0.218518519,0.525089202,0.399362021,0.352144327,0.381058025,0.405555556,0.694444444,16.3333333,0.222222222,0.0801388889,0.118333333,0.154065041,0.122222222,0.255555556,-0.172944874
05143276,120|120|120,12|8|12,0,1.95361929,1.11422386,120.000000,0.00000000,10.6666667,0.405000000,0.516109391,0.370822365,0.334777638,0.335148415,0.388888889,0.766666667,10.6666667,0.127777778,0.0795833333,0.110416667,0.122493225,0.105555556,0.272222222,-0.181331753
05172436,120|120|120,27|34|24,1,-2.01031003,-1.31368930,120.000000,0.00000000,28.3333333,0.223518519,0.629829012,0.601541600,0.570287686,0.543078881,0.188888889,0.405555556,28.3333333,0.350000000,0.0391666667,0.0501388889,0.0294037940,0.0166666667,0.133333333,-0.0595413263
05241367,120|120|120,14|22|16,1,0.351947715,-0.0975730372,120.000000,0.00000000,17.3333333,0.243750000,0.572463424,0.437490938,0.444174320,0.433800516,0.238888889,0.611111111,17.3333333,0.216666667,0.0573611111,0.0861111111,0.0879403794,0.0777777778,0.194444444,-0.128289105
05274163,120|120|120,35|33|31,1,-2.75286557,-1.39819299,120.000000,0.00000000,33.0000000,0.252731481,0.608535758,0.572458647,0.602396284,0.590867529,0.111111111,0.322222222,33.0000000,0.388888889,0.0451388889,0.0363888889,0.0388888889,0.0222222222,0.111111111,-0.00613947374
05346712,120|120|120,13|31|21,1,-0.0495233548,-1.11361480,120.000000,0.00000000,21.6666667,0.284953704,0.553059213,0.460761373,0.464520075,0.436676296,0.338888889,0.583333333,21.6666667,0.272222222,0.0500000000,0.0231944444,0.0184281843,0.00555555556,0.138888889,-0.0885391382
05347261,120|120|120,28|34|32,1,-2.14179027,-0.207537189,120.000000,0.00000000,31.3333333,0.397314815,0.621529482,0.540101524,0.556470661,0.537415702,0.250000000,0.438888889,31.3333333,0.355555556,0.0683333333,0.0615277778,0.0623306233,0.0888888889,0.183333333,-0.0650588208
05472613,120|120|120,9|23|19,1,1.15401883,0.917691158,120.000000,0.00000000,17.0000000,0.170833333,0.496878230,0.345896667,0.406155321,0.403733510,0.283333333,0.683333333,17.0000000,0.183333333,0.0843055556,0.154027778,0.119512195,0.144444444,0.283333333,-0.0907229091
05473612,120|120|120,16|14|17,1,1.28293633,0.806389883,120.000000,0.00000000,15.6666667,0.159305556,0.512962499,0.323846252,0.395441355,0.400943095,0.300000000,0.672222222,15.6666667,0.205555556,0.0740277778,0.157777778,0.129403794,0.116666667,0.288888889,-0.117521145
05671324,120|120|120,20|20|14,1,0.964935655,1.17346494,120.000000,0.00000000,18.0000000,0.259768519,0.562459722,0.426296461,0.356864842,0.410446558,0.350000000,0.661111111,18.0000000,0.194444444,0.0840277778,0.102361111,0.169783198,0.172222222,0.277777778,-0.205594880
06147523,120|120|120,39|35|40,1,-3.60144635,-0.746419586,120.000000,0.00000000,38.0000000,0.400462963,0.609002124,0.591874766,0.601888631,0.623455059,0.0944444444,0.277777778,38.0000000,0.461111111,0.0583333333,0.0623611111,0.0397018970,0.0500000000,0.166666667,-0.00711349342
06472351,120|120|120,11|7|17,0,2.20452824,-1.83253836,120.000000,0.00000000,11.6666667,0.173240741,0.501249529,0.325826258,0.349622050,0.346797941,0.377777778,0.744444444,11.6666667,0.183333333,0.0111111111,0.00000000,0.000948509485,0.00000000,0.0555555556,-0.151627478
10246375,120|120|120,23|22|24,1,-1.16289549,5.57393187,120.000000,0.00000000,23.0000000,0.452083333,0.547358479,0.438626456,0.479923775,0.487934666,0.250000000,0.500000000,23.0000000,0.322222222,0.225138889,0.399444444,0.340650407,0.333333333,0.511111111,-0.0674347032
10253764,120|120|120,8|7|7,0,2.53159049,5.09980462,120.000000,0.00000000,7.33333333,0.466481481,0.509561102,0.351126228,0.283223922,0.256806104,0.377777778,0.938888889,7.33333333,0.111111111,0.167777778,0.282638889,0.342818428,0.344444444,0.494444444,-0.226337180
10273654,120|120|120,13|24|10,1,0.542675527,4.20938283,120.000000,0.00000000,15.6666667,0.301296296,0.551321879,0.407943450,0.424675010,0.406903407,0.305555556,0.650000000,15.6666667,0.200000000,0.138888889,0.328888889,0.329810298,0.277777778,0.488888889,-0.126646869
10276345,120|120|120,14|26|26,1,-0.899596845,4.44868942,120.000000,0.00000000,22.0000000,0.477916667,0.592500727,0.465132903,0.478747667,0.468913415,0.261111111,0.538888889,22.0000000,0.238888889,0.220555556,0.277500000,0.228319783,0.283333333,0.477777778,-0.113753060
10276435,120|120|120,23|20|21,1,-0.700696002,5.44236513,120.000000,0.00000000,21.3333333,0.385740741,0.531469475,0.412404215,0.461095149,0.471362234,0.244444444,0.533333333,21.3333333,0.300000000,0.228611111,0.404027778,0.333197832,0.294444444,0.533333333,-0.0703743260
10324765,120|120|120,35|33|35,1,-3.04746921,-1.64512410,120.000000,0.00000000,34.3333333,0.276018519,0.598731509,0.591117550,0.597741569,0.608195220,0.0944444444,0.266666667,34.3333333,0.422222222,0.0315277778,0.0209722222,0.0279132791,0.0333333333,0.0888888889,-0.000989940158
10376245,120|120|120,20|33|24,1,-1.15888856,-0.279714787,120.000000,0.00000000,25.6666667,0.249074074,0.549619763,0.455279799,0.521960410,0.529133781,0.133333333,0.433333333,25.6666667,0.277777778,0.0563888889,0.0393055556,0.100135501,0.116666667,0.211111111,-0.0276593531
10432576,120|120|120,4|4|4,0,3.38744399,-0.146099962,120.000000,0.00000000,4.00000000,0.474305556,0.573766007,0.321588583,0.257387072,0.222564813,0.466666667,1.00000000,4.00000000,0.0888888889,0.0556944444,0.0470833333,0.00663956640,0.00000000,0.155555556,-0.316378935
10463725,120|120|120,2|2|2,0,5.75539344,-0.945124593,120.000000,0.00000000,2.00000000,0.208333333,0.418109779,0.129761752,0.116620178,0.116620178,0.644444444,1.00000000,2.00000000,0.00000000,0.0394444444,0.000138888889,0.00000000,0.00000000,0.133333333,-0.301489601
10467352,120|120|120,24|30|31,1,-1.62809156,-1.16188814,120.000000,0.00000000,28.3333333,0.311435185,0.572967083,0.488222555,0.539192745,0.541125587,0.161111111,0.438888889,28.3333333,0.333333333,0.0395833333,0.0275000000,0.0266937669,0.0388888889,0.138888889,-0.0337743387
10472356,120|120|120,9|16|10,0,1.69307755,4.72218623,120.000000,0.00000000,11.6666667,0.372129630,0.567349930,0.401815631,0.351136710,0.315259301,0.461111111,0.794444444,11.6666667,0.122222222,0.206111111,0.376388889,0.264634146,0.177777778,0.511111111,-0.216213219
10476325,120|120|120,38|19|33,1,-2.66878988,2.39191301,120.000000,0.00000000,30.0000000,0.394444444,0.608431662,0.569133077,0.568283435,0.555609960,0.166666667,0.377777778,30.0000000,0.416666667,0.155833333,0.174861111,0.202845528,0.183333333,0.388888889,-0.0401482269
10562347,120|120|120,24|21|23,1,-1.05707498,4.60313708,120.000000,0.00000000,22.6666667,0.450972222,0.557033871,0.433421135,0.484092606,0.485420562,0.211111111,0.516666667,22.6666667,0.288888889,0.196111111,0.352222222,0.287262873,0.227777778,0.516666667,-0.0729412648
10563742,120|120|120,32|16|28,1,-1.65137699,2.94524612,120.000000,0.00000000,25.3333333,0.395416667,0.561635324,0.480340851,0.527719408,0.520076394,0.161111111,0.438888889,25.3333333,0.322222222,0.143194444,0.318055556,0.177913279,0.150000000,0.444444444,-0.0339159162
10573246,120|120|120,22|24|27,1,-1.08596995,3.10202503,120.000000,0.00000000,24.3333333,0.301157407,0.576279249,0.473105475,0.503945603,0.505459255,0.188888889,0.488888889,24.3333333,0.250000000,0.171527778,0.214305556,0.227100271,0.250000000,0.416666667,-0.0723336456
10573426,120|120|120,26|26|26,1,-1.89521013,2.77451804,120.000000,0.00000000,26.0000000,0.355972222,0.588858725,0.531985095,0.536722773,0.537702321,0.161111111,0.388888889,26.0000000,0.316666667,0.149166667,0.207083333,0.230352304,0.205555556,0.422222222,-0.0521359521
10576234,120|120|120,35|18|28,1,-1.83935015,3.11673990,120.000000,0.00000000,27.0000000,0.383518519,0.594599752,0.523155676,0.514405536,0.540322010,0.150000000,0.405555556,27.0000000,0.294444444,0.158055556,0.218750000,0.224254743,0.227777778,0.455555556,-0.0801942152
10623475,120|120|120,33|23|19,1,-1.31220468,0.0753047284,120.000000,0.00000000,25.0000000,0.373703704,0.561428677,0.492658351,0.516656452,0.525378805,0.144444444,0.427777778,25.0000000,0.261111111,0.0577777778,0.0387500000,0.0933604336,0.150000000,0.216666667,-0.0447722246
10623547,120|120|120,34|26|26,1,-1.96513867,0.0735790491,120.000000,0.00000000,28.6666667,0.392592593,0.609070200,0.538694277,0.549635050,0.547955589,0.183333333,0.411111111,28.6666667,0.305555556,0.0379166667,0.0773611111,0.123170732,0.116666667,0.222222222,-0.0594351499
10623754,120|120|120,18|30|29,1,-1.12474996,-0.620724033,120.000000,0.00000000,25.6666667,0.297175926,0.596221627,0.508399344,0.510991599,0.512611622,0.222222222,0.461111111,25.6666667,0.266666667,0.0668055556,0.0450000000,0.0415989160,0.0555555556,0.161111111,-0.0852300286
10634275,120|120|120,9|18|8,0,1.73260545,2.25285250,120.000000,0.00000000,11.6666667,0.500462963,0.625759633,0.383419395,0.304286573,0.314804577,0.372222222,0.844444444,11.6666667,0.161111111,0.0615277778,0.180138889,0.192682927,0.172222222,0.355555556,-0.321473060
10634527,120|120|120,16|20|15,1,-0.460012470,0.822856231,120.000000,0.00000000,17.0000000,0.364305556,0.598192140,0.472198454,0.449577357,0.468455307,0.138888889,0.466666667,17.0000000,0.266666667,0.0756944444,0.128472222,0.111653117,0.133333333,0.244444444,-0.148614783
10645237,120|120|120,11|23|9,0,1.89050884,-1.61337458,120.000000,0.00000000,14.3333333,0.157361111,0.514789123,0.378392856,0.380044771,0.355549823,0.438888889,0.711111111,14.3333333,0.150000000,0.0208333333,0.0150000000,0.00609756098,0.00000000,0.0944444444,-0.134744352
10647352,120|120|120,8|22|26,1,1.20706567,-1.06889882,120.000000,0.00000000,18.6666667,0.358611111,0.538336235,0.368087391,0.374380731,0.362919842,0.461111111,0.705555556,18.6666667,0.227777778,0.0263888889,0.0100000000,0.0336043360,0.0277777778,0.100000000,-0.163955504
10653742,120|120|120,30|18|24,1,-1.39301053,2.64500843,120.000000,0.00000000,24.0000000,0.435138889,0.571704082,0.488795892,0.505180766,0.508839721,0.172222222,0.466666667,24.0000000,0.300000000,0.0913888889,0.178055556,0.226558266,0.294444444,0.411111111,-0.0665233154
10675324,120|120|120,1|2|7,0,4.35514629,1.18355722,120.000000,0.00000000,3.33333333,0.362175926,0.577735808,0.365658290,0.203547033,0.0987587447,0.800000000,0.961111111,3.33333333,0.0444444444,0.0770833333,0.0958333333,0.0849593496,0.105555556,0.288888889,-0.374188774
12037564,120|120|120,28|26|34,1,-2.40947765,0.0700248503,120.000000,0.00000000,29.3333333,0.413472222,0.622763154,0.568098632,0.548987343,0.570995361,0.116666667,0.338888889,29.3333333,0.338888889,0.0551388889,0.0831944444,0.101084011,0.111111111,0.200000000,-0.0737758115
12045673,120|120|120,29|18|34,1,-1.22874312,-1.89206210,120.000000,0.00000000,27.0000000,0.208750000,0.548387654,0.491616156,0.530079142,0.526582943,0.177777778,0.455555556,27.0000000,0.327777778,0.0163888889,0.00375000000,0.0139566396,0.0166666667,0.0888888889,-0.0183085118
12054763,120|120|120,37|45|44,1,-4.36979335,-0.379413736,120.000000,0.00000000,42.0000000,0.334675926,0.657346301,0.648660323,0.641368953,0.647959890,0.0722222222,0.238888889,42.0000000,0.511111111,0.0886111111,0.0634722222,0.0731707317,0.0666666667,0.205555556,-0.0159773482
12064735,120|120|120,22|18|26,1,-0.576749138,1.23041905,120.000000,0.00000000,22.0000000,0.213333333,0.571888407,0.501451517,0.471295548,0.492373616,0.177777778,0.500000000,22.0000000,0.233333333,0.104166667,0.185000000,0.158130081,0.0777777778,0.338888889,-0.100592859
12076354,120|120|120,35|41|42,1,-3.89948659,-1.55387235,120.000000,0.00000000,39.3333333,0.253935185,0.641032521,0.602959551,0.647710367,0.635390539,0.0777777778,0.244444444,39.3333333,0.500000000,0.0477777778,0.0170833333,0.0252032520,0.0333333333,0.127777778,0.00667784572
12305674,74|40|29,1|1|1,0,9.04755023,-1.93674972,47.6666667,45.0000000,1.00000000,0.0616666667,0.417594818,0.0381525957,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.0134722222,0.000277777778,0.00000000,0.00000000,0.0666666667,-0.417594818
12345670,47|41|44,1|1|1,0,8.56890170,-1.95699159,44.0000000,6.00000000,1.00000000,0.0500000000,0.428785731,0.0296653398,-0.00000000,-0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.00708333333,0.00000000,0.00000000,0.00000000,0.0555555556,-0.428785731
12463507,120|120|120,27|4|9,0,1.77639044,0.762489014,120.000000,0.00000000,13.3333333,0.202731481,0.564108668,0.436830247,0.356504004,0.322587370,0.455555556,0.788888889,13.3333333,0.188888889,0.0806944444,0.119027778,0.138888889,0.111111111,0.238888889,-0.207604663
12465307,120|120|120,31|19|29,1,-1.50480469,-1.39810189,120.000000,0.00000000,26.3333333,0.209444444,0.640929639,0.611203689,0.546699710,0.512993971,0.222222222,0.483333333,26.3333333,0.311111111,0.0215277778,0.0158333333,0.0481029810,0.0444444444,0.127777778,-0.0942299283
